10114,10024,0,10000,"[{""name"":"""",""type"":""chara"",""args"":{""mCharaId"":10001001,""value"":1}},{""name"":"""",""type"":""point"",""args"":{""mPointId"":18,""value"":150}}]",2,0,0,0,0,2023-09-01 00:00:00,2099-12-31 23:59:59,1,NOW(),NOW()
10115,10024,0,10000,"[{""name"":"""",""type"":""chara"",""args"":{""mCharaId"":10001002,""value"":1}},{""name"":"""",""type"":""point"",""args"":{""mPointId"":18,""value"":150}}]",2,0,0,0,0,2023-09-01 00:00:00,2099-12-31 23:59:59,1,NOW(),NOW()
10116,10024,0,10000,"[{""name"":"""",""type"":""chara"",""args"":{""mCharaId"":10003002,""value"":1}},{""name"":"""",""type"":""point"",""args"":{""mPointId"":18,""value"":150}}]",2,0,0,0,0,2023-09-01 00:00:00,2099-12-31 23:59:59,1,NOW(),NOW()
10117,10024,0,10000,"[{""name"":"""",""type"":""chara"",""args"":{""mCharaId"":10004001,""value"":1}},{""name"":"""",""type"":""point"",""args"":{""mPointId"":18,""value"":150}}]",2,0,0,0,0,2023-09-01 00:00:00,2099-12-31 23:59:59,1,NOW(),NOW()
10118,10024,0,10000,"[{""name"":"""",""type"":""chara"",""args"":{""mCharaId"":10005001,""value"":1}},{""name"":"""",""type"":""point"",""args"":{""mPointId"":18,""value"":150}}]",2,0,0,0,0,2023-09-01 00:00:00,2099-12-31 23:59:59,1,NOW(),NOW()
10119,10024,0,10000,"[{""name"":"""",""type"":""chara"",""args"":{""mCharaId"":10005002,""value"":1}},{""name"":"""",""type"":""point"",""args"":{""mPointId"":18,""value"":150}}]",2,0,0,0,0,2023-09-01 00:00:00,2099-12-31 23:59:59,1,NOW(),NOW()
10120,10024,0,10000,"[{""name"":"""",""type"":""chara"",""args"":{""mCharaId"":10006001,""value"":1}},{""name"":"""",""type"":""point"",""args"":{""mPointId"":18,""value"":150}}]",2,0,0,0,0,2023-09-01 00:00:00,2099-12-31 23:59:59,1,NOW(),NOW()
10121,10024,0,10000,"[{""name"":"""",""type"":""chara"",""args"":{""mCharaId"":10006002,""value"":1}},{""name"":"""",""type"":""point"",""args"":{""mPointId"":18,""value"":150}}]",2,0,0,0,0,2023-09-01 00:00:00,2099-12-31 23:59:59,1,NOW(),NOW()
10122,10024,0,10000,"[{""name"":"""",""type"":""chara"",""args"":{""mCharaId"":10007002,""value"":1}},{""name"":"""",""type"":""point"",""args"":{""mPointId"":18,""value"":150}}]",2,0,0,0,0,2023-09-01 00:00:00,2099-12-31 23:59:59,1,NOW(),NOW()
10123,10024,0,10000,"[{""name"":"""",""type"":""chara"",""args"":{""mCharaId"":10009001,""value"":1}},{""name"":"""",""type"":""point"",""args"":{""mPointId"":18,""value"":150}}]",2,0,0,0,0,2023-09-01 00:00:00,2099-12-31 23:59:59,1,NOW(),NOW()
