42370,0,2,,90000189,1,"[]","[]",1980-01-01 00:00:00,2099-12-31 23:59:59,,"{""param5"":18000}",0,0,0,0,0,0,0,0,0,0,0,0,,,,,"[{""practiceType"":4,""rateMap"":{""param5"":35000}}]",,,,0,"{""param5"":175000}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NOW(),NOW()
42371,0,2,,90000189,2,"[]","[]",1980-01-01 00:00:00,2099-12-31 23:59:59,,"{""param5"":18000}",0,0,0,0,0,0,0,0,0,0,0,0,,,,,"[{""practiceType"":4,""rateMap"":{""param5"":35000}}]",,,,0,"{""param5"":175000}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NOW(),NOW()
42372,0,2,,90000189,3,"[]","[]",1980-01-01 00:00:00,2099-12-31 23:59:59,,"{""param5"":18000}",0,0,0,0,0,0,0,0,0,0,0,0,,,,,"[{""practiceType"":4,""rateMap"":{""param5"":35000}}]",,,,0,"{""param5"":175000}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NOW(),NOW()
42373,0,2,,90000189,4,"[]","[]",1980-01-01 00:00:00,2099-12-31 23:59:59,,"{""param5"":18000}",0,0,0,0,0,0,0,0,0,0,0,0,,,,,"[{""practiceType"":4,""rateMap"":{""param5"":35000}}]",,,,0,"{""param5"":175000}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NOW(),NOW()
42374,0,2,,90000189,5,"[]","[]",1980-01-01 00:00:00,2099-12-31 23:59:59,,"{""param5"":18000}",0,0,0,0,0,0,0,0,0,0,0,0,,,,,"[{""practiceType"":4,""rateMap"":{""param5"":35000}}]",,,,0,"{""param5"":175000}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NOW(),NOW()
42375,0,2,,90000189,6,"[]","[]",1980-01-01 00:00:00,2099-12-31 23:59:59,,"{""param5"":18000}",0,0,0,0,0,0,0,0,0,0,0,0,,,,,"[{""practiceType"":4,""rateMap"":{""param5"":35000}}]",,,,0,"{""param5"":175000}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NOW(),NOW()
42376,0,2,,90000189,7,"[]","[]",1980-01-01 00:00:00,2099-12-31 23:59:59,,"{""param5"":18000}",0,0,0,0,0,0,0,0,0,0,0,0,,,,,"[{""practiceType"":4,""rateMap"":{""param5"":35000}}]",,,,0,"{""param5"":175000}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NOW(),NOW()
42377,0,2,,90000189,8,"[]","[]",1980-01-01 00:00:00,2099-12-31 23:59:59,,"{""param5"":18000}",0,0,0,0,0,0,0,0,0,0,0,0,,,,,"[{""practiceType"":4,""rateMap"":{""param5"":35000}}]",,,,0,"{""param5"":175000}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NOW(),NOW()
42378,0,2,,90000189,9,"[]","[]",1980-01-01 00:00:00,2099-12-31 23:59:59,,"{""param5"":18000}",0,0,0,0,0,0,0,0,0,0,0,0,,,,,"[{""practiceType"":4,""rateMap"":{""param5"":35000}}]",,,,0,"{""param5"":175000}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NOW(),NOW()
42379,0,2,,90000189,10,"[]","[]",1980-01-01 00:00:00,2099-12-31 23:59:59,,"{""param5"":18000}",0,0,0,0,0,0,0,0,0,0,0,0,,,,,"[{""practiceType"":4,""rateMap"":{""param5"":35000}}]",,,,0,"{""param5"":175000}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NOW(),NOW()
